Incident Number,Province,Incident type,Incident Types,Emergency Level,Reported Date,Discovered Date and Time,Regulation,Status,Company,Latitude,Longitude,Facility Name,Pipeline or Facility Type,Pipeline Name,Pipeline length (km),Pipeline/Equipment Involved?,Equipment Inspected?,No maintenance done on this equipment or component,Substance,Rupture,Released substance type,Release Type,Released volume (m3),Substance carried,Why it Happened,Significant,Activity being performed at time of incident,Workdays lost,Number of fatalities,Number of individuals injured,Number of people evacuated
INC2010-130,Ontario,Release of Substance,Release of Substance,Level I,11/19/2010,11/19/2010 3:30,OPR,Closed,TransCanada PipeLines Limited,49.68026111,-87.5951138,,,Tcpl - Station 77 (Jellicoe Compressor Station),,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-129,Ontario,Release of Substance,Release of Substance,Level I,11/19/2010,11/18/2010 7:45,OPR,Closed,TransCanada PipeLines Limited,43.11360833,-79.463075,,,Line 200-1,104.8391,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,Natural Gas,Maintenance,No,Operation,,,,0
INC2010-128,Alberta,Release of Substance,Release of Substance,Level I,11/17/2010,11/9/2010 7:49,OPR,Closed,NOVA Gas Transmission Ltd.,54.67993889,-118.9943333,,,Ngtl - Cutbank Lateral,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1,,Maintenance,No,Operation,,,,0
INC2010-127,Manitoba,Fire,Fire,Level I,11/15/2010,11/11/2010 4:00,OPR,Closed,TransCanada Keystone Pipeline GP Ltd.,50.01944722,-99.3645055,,,Tcp Keystone Wellwood Pump Station,,Yes,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2010-124,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,11/5/2010,11/3/2010 12:00,OPR,Closed,NOVA Gas Transmission Ltd.,55.82576,-119.73576,,,"",,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2010-123,British Columbia,Serious Injury (CER or TSB),Serious Injury (CER or TSB),Level I,11/5/2010,10/18/2010 9:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.65305556,-122.6848278,,,Wei - Fort Nelson North Processing Facility,,No,No,No,Not Applicable,No,,Not Applicable,,,"Human Factors, Standards and Procedures",Yes,Construction,,,1,0
INC2010-122,Saskatchewan,Release of Substance,Release of Substance,Level I,11/2/2010,11/1/2010 4:00,OPR,Closed,TransCanada PipeLines Limited,50.33116111,-103.6093333,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-121,Alberta,Release of Substance,Release of Substance,Level I,11/1/2010,10/30/2010 4:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.83012222,-118.6471944,,,Ngtl - Gold Creek Compressor Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-119,Saskatchewan,Release of Substance,Release of Substance,Level I,10/28/2010,10/28/2010 9:00,OPR,Closed,TransCanada PipeLines Limited,50.67645278,-109.9787222,,,Line 100-1,2595.725,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,11000,Natural Gas,"Engineering and Planning, Tools and Equipment",No,Operation,,,,0
INC2010-118,Ontario,Fire,Fire,Level I,10/27/2010,10/26/2010 10:30,OPR,Closed,TransCanada PipeLines Limited,49.79171111,-94.4943138,,,Line 100-1,2595.725,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,"Maintenance, Natural or Environmental Forces",No,Operation,,,,0
INC2010-116,Ontario,Release of Substance,Release of Substance,Level I,10/21/2010,10/21/2010 12:15,OPR,Closed,TransCanada PipeLines Limited,46.43231389,-79.4676583,,Gathering,Tcpl -  Widdifield Sales Meter Station,,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-114,Ontario,Release of Substance,Release of Substance,Level I,10/15/2010,10/15/2010 11:00,OPR,Closed,Enbridge Pipelines Inc.,42.83421028,-80.0417111,,,Nanticoke Refinery,,No,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,17.5,,Human Factors,No,Operation,,,,0
INC2010-113,British Columbia,"Explosion, Fire","Explosion, Fire",Level I,10/14/2010,10/14/2010 12:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.63939722,-121.6420556,,,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,Tools and Equipment,No,Maintenance,,,,0
INC2010-112,Saskatchewan,Release of Substance,Release of Substance,Level I,10/7/2010,10/6/2010 4:00,OPR,Closed,Foothills Pipe Lines (Saskatchewan) Ltd.,50.53819444,-107.3048333,,,Foothills - Monchy Compressor Stn,,Yes,No,No,Fuel Gas,No,Fuel Gas,Gas,0,,Human Factors,No,Operation,,,,0
INC2010-111,Alberta,Release of Substance,Release of Substance,Level I,10/7/2010,10/4/2010 10:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.0923,-116.62298,,,Ngtl - Kaybob South #3 Meter Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-110,Ontario,Release of Substance,Release of Substance,Level I,10/6/2010,9/30/2010 4:00,OPR,Closed,TransCanada PipeLines Limited,46.37985,-79.46885,,,Line 100-1,2595.725,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,Natural Gas,Maintenance,No,Operation,,,,0
INC2010-107,Saskatchewan,Release of Substance,Release of Substance,Level I,10/1/2010,9/30/2010 1:00,OPR,Closed,Foothills Pipe Lines Ltd.,49.98,-109.12,,Transmission,Foothills - Piapot Saskatchewan Compressor Stn,,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-106,Ontario,Release of Substance,Release of Substance,Level I,9/30/2010,9/30/2010 7:00,OPR,Closed,TransCanada PipeLines Limited,49.73149,-87.06539,,Transmission,Line 100-3,2681.811,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,Natural Gas,Maintenance,No,Operation,,,,0
INC2010-105,Alberta,Release of Substance,Release of Substance,Level I,9/29/2010,9/28/2010 3:20,OPR,Closed,NOVA Gas Transmission Ltd.,55.77705,-119.36823,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Standards and Procedures,No,Operation,,,,0
INC2010-104,Alberta,Release of Substance,Release of Substance,Level I,9/23/2010,9/23/2010 12:00,OPR,Closed,NOVA Gas Transmission Ltd.,50.04984,-112.53824,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,"Human Factors, Natural or Environmental Forces",No,Operation,,,,0
INC2010-103,New Brunswick,Release of Substance,Release of Substance,Level I,9/22/2010,9/22/2010 11:15,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.129046,-66.831379,,,Mainline,574.8808,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,14.2,Natural Gas,Maintenance,No,Operation,,,,0
INC2010-102,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,9/21/2010,9/20/2010 7:38,OPR,Closed,Enbridge Pipelines Inc.,53.54740278,-113.3556944,,,Line 4,1248.91,Yes,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Human Factors,No,Operation,,,,0
INC2010-101,Saskatchewan,Release of Substance,Release of Substance,Level I,9/20/2010,9/19/2010 11:30,OPR,Closed,Enbridge Pipelines Inc.,49.42185,-101.87015,,,Alida Terminal,,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,"Engineering and Planning, Failure in communication, Inadequate Supervision",No,Construction,,,,0
INC2010-098,Alberta,Release of Substance,Release of Substance,Level I,9/11/2010,9/10/2010 4:00,OPR,Closed,NOVA Gas Transmission Ltd.,57.18167,-118.19522,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Standards and Procedures,No,Operation,,,,0
INC2010-097,Alberta,Release of Substance,Release of Substance,Level I,9/8/2010,9/2/2010 3:00,OPR,Closed,Alliance Pipeline Ltd.,54.31015,-115.68078,,,Alliance - Carson Creek Compressor Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Engineering and Planning,No,Operation,,,,0
INC2010-096,Alberta,Release of Substance,Release of Substance,Level I,9/7/2010,9/6/2010 12:20,OPR,Closed,NOVA Gas Transmission Ltd.,51.50897,-113.86985,,,Ngtl - Lone Pine South Meter Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,3,,Maintenance,No,Operation,,,,0
INC2010-092,Ontario,Release of Substance,Release of Substance,Level I,8/25/2010,8/24/2010 2:27,OPR,Closed,TransCanada PipeLines Limited,44.00638,-78.19719,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-091,Ontario,Release of Substance,Release of Substance,Level III,8/23/2010,8/23/2010 9:15,OPR,Closed,Trans-Northern Pipelines Inc.,45.140221,-74.562991,,Transmission,Mainline,635.0188,Yes,No,Yes,Gasoline,No,Gasoline,Liquid,25.1,Refined Products-Aviation,"Engineering and Planning, Maintenance",Yes,Operation,,,,0
INC2010-090,Alberta,Release of Substance,Release of Substance,Level I,8/18/2010,8/17/2010 12:00,OPR,Closed,NOVA Gas Transmission Ltd.,51.32247,-113.38195,,,Ngtl - Atusis Creek Meter Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,"Inadequate Procurement, Maintenance",No,Operation,,,,0
INC2010-089,Alberta,Release of Substance,Release of Substance,Level I,8/16/2010,8/16/2010 11:41,OPR,Closed,NOVA Gas Transmission Ltd.,54.83026,-118.64722,,,Ngtl - Gold Creek Compressor Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Engineering and Planning,No,Operation,,,,0
INC2010-084,New Brunswick,Release of Substance,Release of Substance,Level I,8/3/2010,7/31/2010 10:30,OPR,Closed,Emera Brunswick Pipeline Company Ltd.,45.26269,-65.98211,,,Emera - Red Head Metre Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Engineering and Planning,No,Operation,,,,0
INC2010-079,Ontario,Release of Substance,Release of Substance,Level I,7/25/2010,7/24/2010 9:30,OPR,Closed,TransCanada PipeLines Limited,43.87391,-79.57983,,,Tcpl - Station 130 (Maple Compressor Station),,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,100,,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2010-074,Ontario,Release of Substance,Release of Substance,Level I,7/15/2010,7/10/2010 10:00,OPR,Closed,TransCanada PipeLines Limited,48.94621,-80.99467,,,Line 100-1,2595.725,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,3300,Natural Gas,Maintenance,No,Operation,,,,0
INC2010-073,Quebec,Release of Substance,Release of Substance,Level III,7/14/2010,7/14/2010 2:20,OPR,Closed,Trans-Northern Pipelines Inc.,45.625209,-73.543389,,Transmission,Montreal Feeder,1.072838,Yes,No,No,Jet Fuel,No,Jet Fuel,Liquid,0,"Refined Products-Aviation, Refined Products-Distillate, Refined Products-Gasoline",Standards and Procedures,Yes,Operation,,,,0
INC2010-066,Alberta,Release of Substance,Release of Substance,Level I,7/8/2010,7/6/2010 2:20,OPR,Closed,NOVA Gas Transmission Ltd.,53.16727,-112.15003,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.5,,Natural or Environmental Forces,No,Operation,,,,0
INC2010-063,British Columbia,Fire,Fire,Level I,6/24/2010,6/24/2010 4:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",54.28494,-122.61215,,,Wei - Compressor Station 4a,,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2010-062,Alberta,Release of Substance,Release of Substance,Level I,6/24/2010,6/24/2010 7:30,OPR,Closed,NOVA Gas Transmission Ltd.,54.1326,-115.2362,,,Ngtl - Greencourt West Meter Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-061,Saskatchewan,Release of Substance,Release of Substance,Level I,6/22/2010,6/22/2010 4:00,OPR,Closed,Enbridge Pipelines Inc.,52.13984,-109.80493,,,Line 4,1248.91,Yes,No,No,Crude Oil - Sour,No,Crude Oil - Sour,Liquid,25,Crude Oil,Inadequate Supervision,No,Operation,,,,0
INC2010-060,Saskatchewan,"Fire, Release of Substance","Fire, Release of Substance",Level I,6/22/2010,6/22/2010 12:27,OPR,Closed,TransCanada PipeLines Limited,50.28617,-102.95153,,,Tcpl - Station 21 (Grenfell Compressor Station),,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,100,,Human Factors,No,Construction,,,,0
INC2010-059,New Brunswick,Release of Substance,Release of Substance,Level I,6/18/2010,6/18/2010 10:00,OPR,Closed,Emera Brunswick Pipeline Company Ltd.,45.30724,-66.04254,,,Emera - Red Head Metre Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Engineering and Planning,No,Operation,,,,0
INC2010-058,Alberta,Release of Substance,Release of Substance,Level I,6/16/2010,6/16/2010 9:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.83027,-118.64709,,,Ngtl - Gold Creek Compressor Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Engineering and Planning,No,Operation,,,,0
INC2010-057,Saskatchewan,Release of Substance,Release of Substance,Level I,6/17/2010,6/10/2010 10:00,OPR,Closed,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,50.65773,-109.53719,,,"",,Yes,No,No,Mixed HVP Hydrocarbons,No,Mixed HVP Hydrocarbons,Gas,,,Maintenance,No,Operation,,,,0
INC2010-055,Alberta,Release of Substance,Release of Substance,Level I,6/3/2010,6/2/2010 8:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.093481,-116.62138,,,Ngtl - Kaybob South #3 Meter Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.1,,Maintenance,No,Operation,,,,0
INC2010-054,Saskatchewan,Release of Substance,Release of Substance,Level I,5/28/2010,5/27/2010 2:00,OPR,Closed,TransCanada PipeLines Limited,50.57578,-108.36036,,,Line 100-6,943.2932,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,Natural Gas,Standards and Procedures,No,Maintenance,,,,0
INC2010-053,Alberta,Release of Substance,Release of Substance,Level I,5/27/2010,5/24/2010 6:00,OPR,Closed,NOVA Gas Transmission Ltd.,50.69805,-111.53063,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2010-052,Manitoba,Release of Substance,Release of Substance,Level I,5/25/2010,5/3/2010 12:00,OPR,Closed,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,50.04165,-99.66005,,,"",,Yes,No,No,Propane,No,Propane,Gas,0,,Maintenance,No,Maintenance,,,,0
INC2010-051,Alberta,Release of Substance,Release of Substance,Level I,5/22/2010,5/22/2010 2:00,OPR,Closed,NOVA Gas Transmission Ltd.,57.19361,-118.20534,,,Ngtl - Meikle River Compressor Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1,,Maintenance,No,Operation,,,,0
INC2010-050,Alberta,Fire,Fire,Level I,5/11/2010,5/11/2010 12:00,OPR,Closed,NOVA Gas Transmission Ltd.,51.943585,-114.736419,,,Ngtl - Schrader Creek Compressor Station,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Maintenance,,,,0
INC2010-048,Ontario,Fire,Fire,Level I,5/5/2010,5/4/2010 4:00,OPR,Closed,TransCanada PipeLines Limited,44.04719,-78.00847,,,Line 100-1,2595.725,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,"Maintenance, Standards and Procedures, Tools and Equipment",No,Maintenance,,,,0
INC2010-047,Ontario,Release of Substance,Release of Substance,Level I,5/5/2010,5/4/2010 1:40,OPR,Closed,TransCanada PipeLines Limited,48.64904,-80.69866,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,"Engineering and Planning, Maintenance",No,Maintenance,,,,0
INC2010-045,Ontario,Release of Substance,Release of Substance,Level I,4/21/2010,4/1/2010 7:00,OPR,Closed,TransCanada PipeLines Limited,43.18849,-79.8485,,,Tcpl - Station 209 (Ancaster Compressor Station),,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,100,,Maintenance,No,Operation,,,,0
INC2010-044,British Columbia,Release of Substance,Release of Substance,Level I,4/21/2010,4/20/2010 4:50,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56882,-121.94466,,,Wei - Pine River Gas Plant,,Yes,No,No,Mixed HVP Hydrocarbons,No,Mixed HVP Hydrocarbons,Gas,,,Standards and Procedures,No,Operation,,,,0
INC2010-042,Saskatchewan,Release of Substance,Release of Substance,Level I,4/12/2010,4/10/2010 12:00,OPR,Closed,TransCanada PipeLines Limited,50.48051,-105.86728,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Maintenance,No,Operation,,,,0
INC2010-041,Alberta,Fire,Fire,Level I,3/27/2010,3/27/2010 3:30,OPR,Closed,NOVA Gas Transmission Ltd.,57.19166,-118.1942,,,Ngtl - Meikle River Compressor Station,,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2010-040,Alberta,Fire,Fire,Level I,3/26/2010,3/24/2010 9:00,OPR,Closed,Enbridge Pipelines Inc.,53.54756,-113.35559,,,Epi - Edmonton Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,"Inadequate Supervision, Standards and Procedures",No,Construction,,,,0
INC2010-034,Ontario,Release of Substance,Release of Substance,Level II,3/16/2010,3/16/2010 11:30,OPR,Closed,Trans-Northern Pipelines Inc.,43.406148,-79.735605,,,"",,Yes,No,Yes,Gasoline,No,Gasoline,Liquid,90,,Engineering and Planning,Yes,Operation,,,,0
INC2010-033,Alberta,Release of Substance,Release of Substance,Level I,3/12/2010,3/10/2010 11:00,OPR,Closed,NOVA Gas Transmission Ltd.,52.75419,-114.11969,,,Ngtl - Rimbey West Meter Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Maintenance,No,Operation,,,,0
INC2010-032,Alberta,Release of Substance,Release of Substance,Level I,3/3/2010,2/28/2010 10:29,OPR,Closed,NOVA Gas Transmission Ltd.,54.34669,-116.87305,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-029,Quebec,Release of Substance,Release of Substance,Level II,2/27/2010,2/26/2010 3:00,OPR,Closed,Trans-Northern Pipelines Inc.,45.624393,-73.639169,,Transmission,Ste Rose Loop,26.02431,Yes,No,No,Gasoline,No,Gasoline,Liquid,30,"Refined Products-Aviation, Refined Products-Distillate, Refined Products-Gasoline",Maintenance,Yes,Operation,,,,0
INC2010-028,Alberta,Release of Substance,Release of Substance,Level I,2/26/2010,2/25/2010 11:00,OPR,Closed,Enbridge Pipelines Inc.,53.54457,-113.35511,,,Enbridge Edmonton Booster Station,,Yes,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,150,,Maintenance,No,Operation,,,,0
INC2010-025,Ontario,Release of Substance,Release of Substance,Level I,2/20/2010,2/20/2010 9:00,OPR,Closed,TransCanada PipeLines Limited,44.68365,-75.62111,,,Tcpl - Station 144 (Brockville Compressor Station),,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,51.4,,Maintenance,No,Operation,,,,0
INC2010-024,British Columbia,Fire,Fire,Level I,2/19/2010,2/19/2010 5:30,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.64998,-122.20708,,,Wei - Compressor Station 2,,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2010-022,British Columbia,Release of Substance,Release of Substance,Level I,2/16/2010,2/16/2010 8:00,OPR,Closed,Provident Energy Pipeline Inc.,56.14669,-120.66454,,,Provident - Taylor Pump Station,,Yes,No,No,Mixed HVP Hydrocarbons,No,Mixed HVP Hydrocarbons,Gas,0.25,,Engineering and Planning,No,Operation,,,,0
INC2010-021,Alberta,Release of Substance,Release of Substance,Level I,2/12/2010,2/10/2010 5:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.95425,-119.19227,,,Ngtl - Mlv 90,,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Engineering and Planning,No,Operation,,,,0
INC2010-019,New Brunswick,Release of Substance,Release of Substance,Level I,2/12/2010,2/10/2010 6:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.18676,-66.54595,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,300,,Maintenance,No,Operation,,,,0
INC2010-018,British Columbia,Release of Substance,Release of Substance,Level I,2/9/2010,10/15/2009 9:30,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.04188,-121.01874,,,"",,Yes,No,No,Natural Gas - Sour,No,Natural Gas - Sour,Gas,,,"Engineering and Planning, Maintenance",Yes,Operation,,,,0
INC2010-016,Alberta,Release of Substance,Release of Substance,Level I,2/8/2010,2/6/2010 1:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.83034,-118.64722,,,Ngtl - Gold Creek Compressor Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Maintenance,No,Operation,,,,0
INC2010-014,Alberta,Fire,Fire,Level I,2/1/2010,1/28/2010 11:00,OPR,Closed,TransCanada Keystone Pipeline GP Ltd.,52.64172,-111.27087,,,Tcp Keystone - Hardisty Ps,,No,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2010-013,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,2/1/2010,1/30/2010 3:45,OPR,Closed,NOVA Gas Transmission Ltd.,52.09768,-110.69846,,,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,"Engineering and Planning, Failure in communication",No,Operation,,,,0
INC2010-012,Alberta,Release of Substance,Release of Substance,Level I,1/31/2010,1/30/2010 11:00,OPR,Closed,NOVA Gas Transmission Ltd.,55.88802,-112.12314,,,"",,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2010-009,Ontario,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,1/27/2010,1/21/2010 2:53,OPR,Closed,Trans-Northern Pipelines Inc.,43.46745,-79.68767,,Distribution,Mainline,635.0188,No,No,No,Not Applicable,No,,Not Applicable,,Refined Products-Aviation,"Engineering and Planning, Natural or Environmental Forces, Standards and Procedures",No,Operation,,,,0
